state_code,county_code,total_applications,advantaged_n,disadvantaged_n,advantaged_approval_rate,disadvantaged_approval_rate,approval_disparity_gap
TX,48113.0,134293,105441,28852,0.7619237298584042,0.6264383751559683,0.13548535470243583
TX,48053.0,5722,5557,165,0.765700917761382,0.6303030303030303,0.1353978874583518
TX,48485.0,7704,7085,619,0.8477064220183487,0.7124394184168013,0.13526700360154742
TX,48453.0,92457,85128,7329,0.7976106568931491,0.6633920043662164,0.13421865252693277
TX,48055.0,4511,4147,364,0.6836267181094767,0.5494505494505495,0.13417616865892723
TX,48451.0,7626,7316,310,0.8190267905959541,0.6870967741935484,0.13193001640240565
TX,48143.0,2691,2621,70,0.7588706600534147,0.6285714285714286,0.1302992314819862
CA,6109.0,4668,4522,146,0.778858911985847,0.6506849315068494,0.12817398047899764
CA,6085.0,92808,90892,1916,0.8104563657967698,0.6831941544885177,0.1272622113082521
CA,6081.0,34416,33641,775,0.8153740970839155,0.6903225806451613,0.12505151643875423
TX,48035.0,1331,1276,55,0.7225705329153606,0.6,0.12257053291536057
TX,48097.0,3517,3401,116,0.7685974713319612,0.646551724137931,0.12204574719403016
CA,6075.0,28811,27738,1073,0.8267719374143774,0.7054986020503262,0.12127333536405116
CA,6063.0,1736,1682,54,0.8061831153388823,0.6851851851851852,0.12099793015369709
CA,6047.0,13932,13040,892,0.7677914110429448,0.6468609865470852,0.12093042449585956
TX,48439.0,149803,125152,24651,0.7811221554589619,0.6635430611334225,0.11757909432553937
TX,48465.0,2507,2402,105,0.7531223980016652,0.638095238095238,0.1150271599064272
TX,48019.0,2115,2035,80,0.6771498771498772,0.5625,0.11464987714987718
CA,6037.0,409480,367554,41926,0.7481485713663842,0.6342842150455564,0.11386435632082781
TX,48021.0,10996,9883,1113,0.7101082667206314,0.5974842767295597,0.1126239899910717
TX,48361.0,6812,6360,452,0.705503144654088,0.5929203539823009,0.11258279067178711
TX,48167.0,32947,29524,3423,0.7866481506570925,0.6742623429739995,0.11238580768309303
CA,6053.0,16313,15585,728,0.7549566891241578,0.6442307692307693,0.11072591989338854
TX,48121.0,108674,97446,11228,0.8109414444923342,0.700391877449234,0.11054956704310015
CA,6013.0,77654,70014,7640,0.7900562744593939,0.680628272251309,0.1094280022080849
TX,48379.0,1141,1067,74,0.7169634489222118,0.6081081081081081,0.10885534081410364
CA,6045.0,3800,3640,160,0.7576923076923077,0.65,0.10769230769230764
TX,48303.0,23571,22086,1485,0.8278547496151408,0.7205387205387206,0.10731602907642024
CA,6019.0,53678,49744,3934,0.7503216468317787,0.643111337061515,0.10721030977026369
CA,6007.0,13337,12663,674,0.78520097923083,0.6780415430267063,0.10715943620412371
TX,48201.0,272928,218820,54108,0.7518234165067178,0.6452095808383234,0.10661383566839444
CA,6099.0,30143,27917,2226,0.7606834545259161,0.655884995507637,0.10479845901827911
TX,48227.0,1853,1746,107,0.7210767468499427,0.616822429906542,0.1042543169434007
CA,6067.0,108032,95392,12640,0.7928023314324052,0.6888449367088607,0.10395739472354448
CA,6111.0,48463,46597,1866,0.778547975191536,0.6747052518756699,0.10384272331586608
CA,6055.0,8106,7838,268,0.7788976779790763,0.6753731343283582,0.10352454365071806
TX,48157.0,76806,58077,18729,0.7722506327806188,0.6690159645469592,0.10323466823365957
CA,6079.0,18645,18162,483,0.7797599383327828,0.6770186335403726,0.10274130479241017
TX,48179.0,1039,987,52,0.7558257345491388,0.6538461538461539,0.10197958070298496
CA,6029.0,56056,51653,4403,0.7721526339225214,0.6702248466954349,0.10192778722708651
TX,48181.0,16538,15343,1195,0.7613895587564362,0.6610878661087866,0.10030169264764965
TX,48085.0,122957,109482,13475,0.8122705102208583,0.7130983302411874,0.09917217997967087
CA,6059.0,169010,165063,3947,0.773183572332988,0.6744362807195339,0.09874729161345408
CA,6103.0,4450,4235,215,0.7497048406139315,0.6511627906976745,0.09854204991625704
CA,6077.0,54684,49049,5635,0.7655813574180921,0.6681455190771961,0.09743583834089597
TX,48171.0,2356,2301,55,0.751412429378531,0.6545454545454545,0.09686697483307649
CA,6087.0,12822,12499,323,0.7841427314185134,0.6873065015479877,0.09683622987052576
TX,48363.0,2680,2594,86,0.7239784117193524,0.627906976744186,0.09607143497516635
TX,48367.0,20886,20122,764,0.7742272139946328,0.6793193717277487,0.09490784226688409
TX,48491.0,75115,69204,5911,0.8286370730015606,0.7338859753002877,0.09475109770127299
CA,6071.0,142594,127135,15459,0.7509655091044952,0.6566401448994114,0.09432536420508386
TX,48147.0,3470,3274,196,0.6912034208918754,0.6020408163265306,0.08916260456534475
TX,48209.0,30412,28264,2148,0.8069983017265779,0.7178770949720671,0.08912120675451085
TX,48409.0,5214,5030,184,0.7345924453280318,0.6467391304347826,0.08785331489324921
CA,6095.0,31211,25803,5408,0.7794054954850211,0.6917529585798816,0.08765253690513952
TX,48339.0,81516,71666,9850,0.7637233834733347,0.676751269035533,0.08697211443780173
TX,48329.0,17778,16668,1110,0.7515598752099832,0.6675675675675675,0.08399230764241572
TX,48341.0,1114,1051,63,0.7164605137963844,0.6349206349206349,0.08153987887574954
CA,6073.0,202023,190090,11933,0.7603766636856226,0.6791251152266823,0.08125154845894034
TX,48479.0,12770,12580,190,0.7224165341812401,0.6421052631578947,0.08031127102334534
CA,6065.0,194596,173521,21075,0.7524622380000116,0.6729300118623962,0.07953222613761535
TX,48039.0,33314,25900,7414,0.7489189189189189,0.6699487456164014,0.07897017330251754
CA,6101.0,5819,5494,325,0.755551510738988,0.676923076923077,0.078628433815911
CA,6039.0,11738,10942,796,0.769511972217145,0.6909547738693468,0.07855719834779817
CA,6017.0,18392,17855,537,0.790982917950154,0.7132216014897579,0.07776131646039608
TX,48355.0,24445,23068,1377,0.7425004335009537,0.6659404502541757,0.07655998324677804
CA,6107.0,23202,22067,1135,0.7697013640277337,0.6933920704845815,0.07630929354315219
TX,48291.0,12026,10507,1519,0.5297420767107642,0.4555628703094141,0.07417920640135012
CA,6061.0,42485,40768,1717,0.810390502354788,0.7390797903319744,0.0713107120228137
TX,48493.0,5289,4943,346,0.7357879830062715,0.6647398843930635,0.07104809861320793
CA,6089.0,14249,13547,702,0.7697645235107404,0.6994301994301995,0.07033432408054097
CA,6009.0,5038,4867,171,0.7764536675570166,0.7076023391812866,0.06885132837573005
TX,48027.0,33762,25368,8394,0.7934799747713654,0.7262330235882773,0.0672469511830881
CA,6031.0,7618,6924,694,0.7816291161178509,0.7146974063400576,0.06693170977779328
CA,6015.0,1486,1364,122,0.7294721407624634,0.6639344262295082,0.0655377145329552
TX,48259.0,4987,4807,180,0.8133971291866029,0.75,0.0633971291866029
CA,6113.0,10481,9884,597,0.8016997167138811,0.7403685092127303,0.06133120750115073
CA,6041.0,16395,16076,319,0.8167454590694202,0.7554858934169278,0.061259565652492354
TX,48139.0,25335,18189,7146,0.7788223651657595,0.7176042541281836,0.061218111037575906
CA,6083.0,19834,19170,664,0.7659885237350026,0.7063253012048193,0.0596632225301833
TX,48381.0,13592,12911,681,0.8314615444194873,0.7723935389133627,0.059068005506124566
CA,6115.0,7377,6499,878,0.7844283735959379,0.7255125284738041,0.05891584512213377
CA,6023.0,5602,5229,373,0.7743354369860393,0.7158176943699732,0.058517742616066126
TX,48473.0,9820,7554,2266,0.7488747683346572,0.6906443071491615,0.058230461185495686
CA,6057.0,10040,9817,223,0.7833350310685545,0.726457399103139,0.05687763196541551
TX,48091.0,23484,22108,1376,0.8107924733128279,0.7543604651162791,0.05643200819654881
TX,48231.0,13012,11467,1545,0.7607046306793407,0.7106796116504854,0.050025019028855255
TX,48013.0,4674,4427,247,0.5712672238536255,0.5222672064777328,0.04900001737589266
CA,6097.0,29363,28411,952,0.8214775967055014,0.7741596638655462,0.04731793283995511
TX,48441.0,11390,10459,931,0.8124103642795678,0.765843179377014,0.04656718490255385
CA,6005.0,3789,3649,140,0.7607563716086599,0.7142857142857143,0.04647065732294564
TX,48029.0,154842,135716,19126,0.7555557192961773,0.7106556519920527,0.04490006730412455
TX,48099.0,5654,4572,1082,0.768591426071741,0.7245841035120147,0.04400732255972628
CA,6033.0,4886,4543,343,0.7307946290997138,0.6880466472303207,0.042747981869393104
TX,48233.0,1373,1289,84,0.7548487199379363,0.7142857142857143,0.04056300565222204
TX,48251.0,21578,18755,2823,0.7665689149560118,0.7286574566064471,0.037911458349564664
TX,48397.0,15710,13359,2351,0.8011827232577289,0.7643555933645257,0.03682712989320314
TX,48215.0,38238,37080,1158,0.6689320388349514,0.6321243523316062,0.036807686503345205
TX,48497.0,9713,9106,607,0.7495058203382385,0.71499176276771,0.0345140575705285
CA,6035.0,1532,1434,98,0.7670850767085077,0.7346938775510204,0.03239119915748723
TX,48141.0,50657,47109,3548,0.7446772378950943,0.713923337091319,0.03075390080377527
CA,6043.0,1288,1203,85,0.71238570241064,0.6823529411764706,0.030032761234169425
TX,48257.0,25426,17258,8168,0.7736122378027581,0.7440009794319294,0.029611258370828675
CA,6093.0,2877,2733,144,0.7628979143798024,0.7361111111111112,0.026786803268691206
TX,48061.0,18912,18417,495,0.6983764999728511,0.6727272727272727,0.025649227245578388
TX,48281.0,2125,1870,255,0.7449197860962566,0.7215686274509804,0.02335115864527626
TX,48187.0,22499,19865,2634,0.7924993707525799,0.7714502657555049,0.02104910499707502
TX,48135.0,15191,14290,901,0.6188943317004899,0.6315205327413984,-0.012626201040908502
TX,48025.0,1243,1189,54,0.616484440706476,0.6296296296296297,-0.013145188923153639
TX,48325.0,6163,5615,548,0.6781834372217275,0.708029197080292,-0.029845759858564525
TX,48273.0,1334,1277,57,0.7141738449490994,0.7719298245614035,-0.057755979612304054
